"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"6004d194e419c95e28e5769a","1c6f831b-c135-4aa3-a725-0e7224a35676","PHYSICAL","shop-all","cloth-diaper-singles","Eco-Friendly Reusable Cloth Diaper Singles - Set of 1 Cloth Diaper Shell and 1 4-layer Bamboo Insert","<p class="""">There are millions of decisions you need to make when expecting a new baby, and how to diaper them is certainly no exception. As stressful as it may be, BugaluBaby was built on a foundation to make it easy on new moms by providing luxurious, earth-friendly cloth diapers that allow you to confidently diaper your baby while reducing your carbon footprint at the same time.</p><ul data-rte-list=""default""><li><p class="""">One size, yet fully adjustable to fit babies from newborn to 2+ for optimal usage</p></li><li><p class="""">Can be washed and reused for years without quality deteriorating</p></li><li><p class="""">Made with 100% soft polyester and waterproof and breathable PUL for ultimate comfort and leak prevention</p></li><li><p class="""">Contains an absorbent, soft insert that consists of two layers of microfiber and two layers of bamboo</p></li><li><p class="""">The outer lining is Thermoplastic Polyurethane (TPU) laminated fabric, which is highly water-resistant, breathable, and extremely durable.</p></li><li><p class="""">The inner lining features a stay dry suede cloth, which absorbs moisture quickly to keep babies’ skin dry and irritation-free.</p><p class=""""></p><p class="""">Choose between 12 different modern patterns. You can just order the outer shell, or you can add a 4-layer bamboo insert for a complete diaper. </p></li></ul><p class=""""><strong><em>Wash, Reuse, Repeat</em></strong></p>","CD-GD-ELE-W/INSERT","Pattern","Elephant","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","/cloth-diapers","Washable Diapers, Reusable Diapers, Cloth Diapers, Bamboo Liners, Diaper Storage, Diapers Set, girl diapers, eco-friendly diapers, baby girl gift, Earth-Friendly diaper, planet friendly diaper, cute cloth diapers, boy diapers, baby & child care, diapers, cloth diapers, cloth diaper, baby diaper, cloth nappies, clothing, diaper, unisex baby clothing, baby nappies, bloomers, cloth pocket diapers, diaper cover, diaper covers, diaper covers & underwear, eco friendly diaper, organic diaper, reusable baby diaper, reusable liner, reusable nappies, stay dry liner, unisex diapers, washable nappies, all in one diaper, alva diapers, alva extender, baby goal diapers, baby shower gift, cloth diaper cover, cloth diaper extend, cloth diaper liner, cloth diaper liners, cloth diaper wipes, cloth liners, cloth wipes, couche brodée, couche d'élection, couche de broderie, couche en tissu, couche en tissu sanders, couche féministe, couche réutilisable, couches, couvre-couches, diaper extender, diaper insert, diaper liner, diaper liners, diaper with gussets, disney diaper, enfants et bébés, fitted cloth diaper, fleece diaper liners, fleece liner, fleece liners, free shipping, gifts for babies, les vies noires comptent, liners, microfleece liner, photo diaper, pocket cloth diaper, pocket diaper, pocket diapers, cloth diapers 101, cloth diaper routine, Cloth Diaper, cloth diaper starter kit, How to cloth diaper, How to start cloth diaper, Cloth Diaper poop, Cloth diaper pocket, cloth diaper storage, cloth diaper stash, cloth diaper help, cloth diaper starter pack, new to cloth diapers, cloth diaper troubleshoot, how to wash cloth diapers, how to use cloth diapers, how to put on cloth diapers, re usable diapers, my cloth diaper routine, how to wash cloth diaper","0.31","10.5","8.0","1.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974cf8bf61f42b24f1c46/1613329619349/boy+and+girl+diapers.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974d1c8eb49520563e4a8/1613329620799/1+baby+on+knees+on+bed.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974d52368d51b7d48b80a/1613329625144/be+unicorn+close+up.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974d8acde6209a8d161e5/1613329627042/baby+boys+in+diapers.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974db92b183086c0a3439/1613329630765/baby+with+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974e0a96a83274297e77b/1613329636483/willows+son+modeling+dragon+%282%29.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974e85260dd04bdffcedc/1613329643531/unicorn+bent+over.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974f2f75f575f96fe982f/1613329654293/baby+with+toy.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602974f8842c255dfe4e3556/1613329659334/mermaid+with+clothes.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029750ba96a83274297eeb3/1613329678677/Boy+Print+Collection.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297525d78caf0cbc1a12de/1613329705347/Girl+Print+Collection.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029750091dc830f089f6189/1613329667647/diaper+insert+infographic.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602975375260dd04bdffd353/1613329723662/open+diaper+inner.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297564dd82da0ae9062218/1613329767288/open+diaper+insert+pocket.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029756d39d8d07c5d06520f/1613329776108/stack+of+rolled+inserts.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029757a6638c632898137a8/1613329790452/close-up+bamboo+insert.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029758978fa025e90b497f3/1613329804404/diaper+insert+how+to.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029758db36d8d31756ac7bf/1613329809242/diaper+adjustable+to+small+size.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297603d1129c159de9e0f5/1613329926282/how+to+snap+adjustable+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297607df31d1560b71ae9c/1613329931354/Fiction+vs+Non-Fiction.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602976216bde4077e063c215/1613329956634/elephant+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029764cad3f01052b04260d/1613330000305/mermaid+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297673422d8b324f5b1070/1613330039102/unicorn+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60297694703f6d79d1e95ef2/1613330071683/bunny+family+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602976afa97a3f7a6cc78ad0/1613330098942/bunny+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602976d55b867775cfd0b41f/1613330137483/fawn+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602976fb39d8d07c5d0668c9/1613330175931/sea+turtle+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029771bc8eb495205641344/1613330207996/dragon+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029773cb36d8d31756aeae8/1613330239836/lion+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6029775b5260dd04bd000840/1613330271258/dino+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602977790f918b54709f17b5/1613330301447/bear+diaper.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602977a28dc2905ea76f10e6/1613330341631/pirate.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602977c7fee3a564b1ed2dde/1613330378913/iggy+diaper.jpg"
"","488bfe97-7a17-45f6-9271-b485e87ed8cd","","","","","","CD-GD-ELE-W/OINSERT","Pattern","Elephant","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","aecdf4bd-8be7-42d8-a4ff-bd65707e4f15","","","","","","CD-GD-MER-W/INSERT","Pattern","Mermaid","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","d4f26b50-bc20-48ff-9d1d-42db26040167","","","","","","CD-GD-MER-W/OINSERT","Pattern","Mermaid","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","99200979-7642-4b84-9a2d-b0b532f2dc63","","","","","","CD-GD-UNI-W/INSERT","Pattern","Unicorn","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","13c8606a-8a0a-4ef0-a54d-640a69b14e24","","","","","","CD-GD-UNI-W/OINSERT","Pattern","Unicorn","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","80a9b22b-6ae8-4037-89ec-e3af7437e2ff","","","","","","CD-GD-BUNFAM-W/INSERT","Pattern","Bunny Family","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","05bc5354-b4d8-4a2c-928c-db9a6adfe9c9","","","","","","CD-GD-BUNFAM-W/OINSERT","Pattern","Bunny Family","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","34aa4ef4-1cf3-41bf-96d5-b13b178e96a6","","","","","","CD-GD-BUN-W/INSERT","Pattern","Bunny","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","2fb5dc77-2e9c-4f8b-961f-51b57ded4407","","","","","","CD-GD-BUN-W/OINSERT","Pattern","Bunny","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","0befbdef-86e8-4ece-a9ad-fdd040136f64","","","","","","CD-GD-FAWN-W/INSERT","Pattern","Fawn","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","ea5aac16-17b6-43ff-9e22-3a61d2782825","","","","","","CD-GD-FAWN-W/OINSERT","Pattern","Fawn","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","124534e0-130e-42f6-89f3-1e2f85d13ec6","","","","","","CD-BD-TUR-W/INSERT","Pattern","Sea Turtle","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","12907e46-a319-4c6b-94a7-2f25c7212d91","","","","","","CD-BD-TUR-W/OINSERT","Pattern","Sea Turtle","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","8ea8c648-8756-419d-8793-18b8c5bfa058","","","","","","CD-BD-DRAG-W/INSERT","Pattern","Dragon","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","17b0678a-d1c6-462e-a8f0-2e355c4f2524","","","","","","CD-BD-DRAG-W/OINSERT","Pattern","Dragon","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","bf495575-17f6-4bb1-a658-2e55a63b1e1e","","","","","","CD-BD-LION-W/INSERT","Pattern","Lion","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","940cad2b-a94a-42a7-80a6-bd0713ed74ae","","","","","","CD-BD-LION-W/OINSERT","Pattern","Lion","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","0576e723-ff4a-4201-920b-11eb023ca228","","","","","","CD-BD-DINO-W/INSERT","Pattern","Dino","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","ab3b881f-5c91-412f-b066-67e5594c54db","","","","","","CD-BD-DINO-W/OINSERT","Pattern","Dino","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","f7c1de2a-7cb2-4081-ad0a-f89c92eecd7b","","","","","","CD-BD-BEAR-W/INSERT","Pattern","Bear","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","07faee1b-96ac-4b09-94b5-ea42f9a1775f","","","","","","CD-BD-BEAR-W/OINSERT","Pattern","Bear","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","b1f4feea-3dde-4d7a-829a-9b74ddf621db","","","","","","CD-BD-PIR-W/INSERT","Pattern","Pirate","Bamboo Insert","With Bamboo Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
"","1896c82f-4e9c-445d-87d8-0a5505c002d2","","","","","","CD-BD-PIR-W/OINSERT","Pattern","Pirate","Bamboo Insert","Without Insert","","","","","","","","","8.50","0.00","No","10","","","0.25","10.5","8.0","1.0","",""
"","a4048bc2-9da8-4625-be6d-f44715ea414c","","","","","","CD-BD-IGU-W/INSERT","Pattern","Iguana","Bamboo Insert","Without Insert","","","","","","","","","10.00","0.00","No","10","","","0.31","10.5","8.0","1.0","",""
